rownames,project_id,created,modified,name,code,on_the_field_project_code,locality,project_start_date,project_end_date,description_text,description_html,is_billable,guid,created_by_id,last_modification_by_id,division_id,activity_id,funding_type_id,pathology_id,country_id,responsible_id,analytical_axe_id,status,short_name,level,final_impact_comments,initiation_of_the_project_comments,partners_comments,topic_comments,study_pouplation_comments,population_comments,goal_comments,numbers_of_epidemiologist,term_of_reference_has_been_written,protocol_has_been_written,is_there_an_initial_restitution,is_there_a_report_to_be_delivered,is_there_an_article_to_be_submitted,trigger_comments,has_ethical_review_bord,various_countries,sponsor,other_final_impact,goal_id,trigger_id,security_context_id,population_id,role_of_epicentre_id,impact_expected_id,health_structure_id,study_design_id,methodology_id,data_type_id,linked_project_id,topic_id
402,425,2014-12-04 ,2017-01-10 ,RAPID trial protocol development  Wellcome Trust,823551,"","",2014-01-01,2016-12-31,"","",1,,60,60,1,2,1,8,,12,443,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,64
403,426,2014-12-04 ,2018-10-17 ,9 months MDRTB regimen in Papua New Guinea,821552,"",Papua New Guinea,2015-01-01,2015-12-31,9 months MDRTB regimen in Papua New Guinea,"",1,,26,130,5,9,1,31,67,26,444,4,"",1,,,"","","",,,0,,,,,,"",,0,"","",,,,,,,,,,,,40
404,427,2014-12-04 ,2018-11-02 ,LAM test for TB diagnosis in severely malnourished children,822553,"",Madaoua,2015-01-01,2019-06-01,Description,Description,1,,26,60,1,2,1,31,10,9,445,2,"",1,,,"","","",,,0,1,1,1,0,0,"",1,0,"","",2,6,4,2,1,1,,1,9,4,,40
405,428,2014-12-05 ,2017-01-10 ,Réponse aux épidémies en Anglais  février 2015,844121,"","",2015-01-01,2015-12-31,"","",1,,16,60,5,3,1,20,3,16,446,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
406,429,2014-12-05 ,2019-01-04 ,Living Study ,823554,UG970,Mbarara,2015-03-01,2019-01-01,Funding : 150 KUSD from March 2015 - April 2017Background Current WHO treatment guidelines reemphasize the need to treat all HIV-infected children below 5 years of age and  for children below 3 years of age to initiate therapy with a PI-based regimen regardless of prior exposure to antiretrovirals. Few drugs are approved for treatment of infants and toddlers with HIV and combination antiretroviral therapies of 3 or 4 drugs &nbsp;acting synergistically to suppress HIV replication are limited and complex to administer. Cipla pharmaceuticals have developed alcohol-free LPV/r paediatric pellets in the same 4:1 drug ratio  in 40/10 mg capsules  which can be opened and administered orally to small children. This study will evaluate the effectiveness of LPV/r pellets in addition to AZT/3TC (or ABC/3TC) paediatric fixed dose combination (FDCs) tablet under routine treatment conditions in HIV infected infants and young children who cannot swallow tablets. Methods  In this &nbsp;open-label  prospective  non-randomized  multi-centre  single arm phase IIIb study children will receive LPV/r 40/10mg pellets &nbsp;with pediatric ABC/3TC 60/30mg or AZT/3TC 60/30mg tablets depending on what is considered best for the child by the attending health care worker. Reporting Monthly reporting of inclusions and progress will be sent to the Director of Research  Epicentre and Quarterly to Medical Director of MSF.,"<p class=""MsoNormal""><strong><span lang=""EN-US"">Funding : 150 KUSD from March 2015 - April 2017</span></strong></p><p class=""MsoNormal""><strong><span lang=""EN-US"">Background</span></strong></p> <p class=""MsoNormal""><span lang=""EN-US"">Current WHO treatment guidelines reemphasize the need to treat all HIV-infected children below 5 years of age and  for children below 3 years of age to initiate therapy with a PI-based regimen regardless of prior exposure to antiretrovirals. Few drugs are approved for treatment of infants and toddlers with HIV and combination antiretroviral therapies of 3 or 4 drugs &nbsp;acting synergistically to suppress HIV replication are limited and complex to administer. Cipla pharmaceuticals have developed alcohol-free LPV/r paediatric pellets in the same 4:1 drug ratio  in 40/10 mg capsules  which can be opened and administered orally to small children. This study will evaluate the effectiveness of LPV/r pellets in addition to AZT/3TC (or ABC/3TC) paediatric fixed dose combination (FDCs) tablet under routine treatment conditions in HIV infected infants and young children who cannot swallow tablets.<br /> <strong>Methods </strong><br /> In this &nbsp;open-label  prospective  non-randomized  multi-centre  single arm phase IIIb study children will receive LPV/r 40/10mg pellets &nbsp;with pediatric ABC/3TC 60/30mg or AZT/3TC 60/30mg tablets depending on what is considered best for the child by the attending health care worker.</span></p> <p class=""MsoNormal""><strong><span lang=""EN-US"">Reporting</span></strong></p> <p class=""MsoNormal""><span lang=""EN-US"">Monthly reporting of inclusions and progress will be sent to the Director of Research  Epicentre and Quarterly to Medical Director of MSF.</span></p>",1,,55,60,1,2,1,3,13,80,447,2,"",4,,,"","","",,,0,0,1,0,0,0,"",0,0,"","",,6,4,2,4,1,,1,3,3,,20
407,430,2014-12-08 ,2015-01-26 ,Best decontamination method for IS and GA,821555,"",Mbarara,2015-01-01,2015-12-31,To assess the best decontamination method before TB culture from induced sputum and gastric aspirate samples.,To assess the best decontamination method before TB culture from induced sputum and gastric aspirate samples.,1,,37,60,1,2,1,31,13,37,448,1,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
408,431,2014-12-08 ,2015-11-23 ,IIEHSS Study : Impact of Infant Expanded HIV Screening Strategy using Point Care EID in Ndhiwa  Kenya,821556,"",Ndhiwa,2015-01-01,2015-12-31,Sous financement UNITAID  expertise à facturer,Sous financement UNITAID  expertise à facturer,1,,60,60,5,2,1,3,14,17,449,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,20
409,432,2014-12-08 ,2017-01-10 ,Populations en Situation Précaire  mars 2015,844122,"","",2015-01-01,2015-12-31,"","",1,,16,60,5,3,1,20,3,16,450,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
410,433,2014-12-08 ,2019-01-03 ,Populations en Situation Précaire  septembre 2015,844123,"","",2015-01-01,2015-12-31,PSP Sept 2015,"",1,,16,154,5,3,1,20,3,16,451,4,PSP Sept 2015,1,,,"","","",,,0,,,,,,"",,0,"","",,,,,,,,,,,,
411,434,2014-12-08 ,2018-12-05 ,Réponse aux épidémies en Français  décembre 2015,844124,"",Paris,2015-01-01,2015-12-31,RepEpi déc 2015,"",1,,16,154,5,3,1,20,3,16,452,4,RepEpi déc 2015,1,,,"","","",,,0,,,,,,"",,0,"","",,,4,,,,,,,,,
412,435,2014-12-09 ,2017-01-09 ,Ebola Freetown  mise en place de la collecte des données  OCG,812345,"",Freetown,2014-11-01,2015-12-31,"","",1,,60,60,5,1,1,35,60,7,453,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,11
413,436,2014-12-15 ,2017-01-10 ,Réponse aux urgences  PUC Kinshasa  OCB,842125,"",Kinshasa,2015-01-01,2015-12-31,"","",1,,16,60,5,3,1,20,1,16,454,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
414,437,2014-12-17 ,2018-08-04 ,Support RH epidemio base  OCB,812346,"","",2014-10-01,2015-11-30,Support RH epidemio base  OCB,"",1,,33,130,5,1,1,35,36,33,455,4,"",1,,,"","","",,,1,,,,,,"",,0,"","",7,7,,,2,4,,4,10,6,,78
415,438,2014-12-18 ,2018-10-23 ,Hospital support Mbarara,821557,UG964,Mbarara,2015-01-01,2021-12-01,Description,Description,1,,60,60,4,10,1,34,13,80,456,2,"",4,,,"","","",,,0,0,0,0,0,0,"",0,0,"","",,7,4,,,,,,,,,76
416,439,2014-12-18 ,2017-02-06 ,Development of basic bacterio lab  BI,824561,,"",2015-01-01,2017-01-02,A partir du 1/1/2017 : 100% par OCPBackground Access to routine bacteriology culture analysis can be expanded at low cost using simplified and customized technics within a kit-based approach. Creating a kit called  mini bacterio lab  could improve individual patient care by providing more accurate diagnosis and organism-directed antibiotic therapy for some mane key pathogens causing  invasive life-threatening bacterial infections within specifics patient populations and infections related to war  trauma or prior surgery. Objective : To design a kit for basic bacteriology culture laboratory based on existing or adapted technics  with affordable pricing  ease of use  responding to MSF field needs. Methods  MSF needs to develop and validate methods and algorithms adapted to its programs for culture  pathogens identification and antibiotics susceptibility testing which involve easy-to-use and robust technics with low logistical constraints and only few key pathogens. Epicentre is part of the scientific committee of this project. Reporting Under the responsibility of the project coordination in MSF (JB Ronat) &nbsp;,"<p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><strong><span lang=""EN-US"" style=""font-size: 10pt;"">A partir du 1/1/2017 : 100% par OCP</span></strong></p><p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><strong><span lang=""EN-US"" style=""font-size: 10pt;"">Background</span></strong></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><span lang=""EN-US"" style=""font-size: 10pt;"">Access to routine bacteriology culture analysis can be expanded at low cost using simplified and customized technics within a kit-based approach. Creating a kit called  mini bacterio lab  could improve individual patient care by providing more accurate diagnosis and organism-directed antibiotic therapy for some mane key pathogens causing  invasive life-threatening bacterial infections within specifics patient populations and infections related to war  trauma or prior surgery. Objective : To design a kit for basic bacteriology culture laboratory based on existing or adapted technics  with affordable pricing  ease of use  responding to MSF field needs.</span></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><strong><span lang=""EN-US"" style=""font-size: 10pt;"">Methods </span></strong></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><span lang=""EN-US"" style=""font-size: 10pt;"">MSF needs to develop and validate methods and algorithms adapted to its programs for culture  pathogens identification and antibiotics susceptibility testing which involve easy-to-use and robust technics with low logistical constraints and only few key pathogens. Epicentre is part of the scientific committee of this project.</span></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><strong><span lang=""EN-US"" style=""font-size: 10pt;"">Reporting</span></strong></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><span lang=""EN-US"" style=""font-size: 10pt;"">Under the responsibility of the project coordination in MSF (JB Ronat)</span></p> <p class=""MsoNormal""><span lang=""EN-US"" style=""font-size: 9pt; line-height: 115%; font-family: Arial  sans-serif; background: #fdf6c2;"">&nbsp;</span></p>",1,,60,60,1,9,1,28,3,11,460,4,,1,,,,,,,,0,0,0,0,0,0,,0,0,,,7,6,4,2,3,1,,,10,6,,1
417,440,2014-12-18 ,2018-10-17 ,Laboratory Mbarara,821558,UG965,Mbarara,2015-01-01,2021-12-01,Description&nbsp;,Description&nbsp;,1,,60,60,4,10,1,34,13,11,457,2,"",4,,,"","","",,,0,0,0,0,0,0,"",0,0,"","",7,7,4,,,,,,,,,75
418,441,2015-01-05 ,2015-11-24 ,Review and writing of scientific publication  Ebola,824560,"","",2014-01-01,2015-12-31,"","",1,,60,60,5,2,1,35,,19,459,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,11
419,442,2015-01-06 ,2015-06-23 ,Ebola  Monrovia Evaluation  contact tracing  ACF,813347,"",Monrovia,2015-01-08,2015-01-31,"","",1,,33,97,5,1,1,35,46,50,461,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,11
420,443,2015-01-06 ,2017-06-13 ,Intermittent Preventive Treatment for malaria with DHA-Piperaquine in a refugee camp,821562,,Adjumani,2015-01-06,2017-12-31,Evaluation of the effect of DHA-PQP as IPT on malaria incidence and prevalence in a refugee setting,Evaluation of the effect of DHA-PQP as IPT on malaria incidence and prevalence in a refugee setting,1,,39,43,1,2,1,4,13,39,464,4,,4,,,,,,,,0,0,1,1,1,1,,1,0,,,,,4,1,1,4,,1,,3,,22
421,444,2015-01-08 ,2015-06-23 ,Ebola  Guinée  Nzerekore  ALIMA,813348,"",Nzerekore,2014-12-15,2015-06-30,"","",1,,60,97,5,1,1,35,16,33,463,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,11
422,445,2015-01-12 ,2018-10-10 ,Yida  support vaccine coverage 2014  OCP,811349,"","",2015-01-01,2015-08-01,Support and analyses of the data collected by the MSF team in Yida in September 2014   gathering information about vaccination coverage from all HH in Yida,<p>Support and analyses of the data collected by the MSF team in Yida in September 2014   gathering information about vaccination coverage from all HH in Yida</p>,1,,33,30,7,1,1,1,5,30,466,0,vacci coverage Yida,4,,,"","","",,,1,,,,,,"",0,0,"","",4,1,3,1,2,4,,1,1,3,,46
423,446,2015-01-12 ,2017-01-02 ,Cost-effectiveness analyses with different RUF  PATH,823564,"","",2015-01-01,2016-12-31,"","",1,,43,60,1,2,3,5,,49,467,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,72
424,447,2015-01-15 ,2018-07-26 ,Investigational Ebola Vaccines  Guinea,822565,"","",2015-01-01,2017-02-28,Background In light of promising safety and immunogenicity data in phase I and II trials  offering candidate Ebola vaccine to front-line-workers furthers our understanding of vaccine performance and potentially protects those on the front-line  although infection control precautions are not altered. A key use of vaccine  if shown to be efficacious  will be through the vaccination of FLW working in endemic or epidemic contexts. Methods  Open-label  non-randomized  immunogenicity evaluation of one intramuscular (deltoid) injection of rVSV?G-EBOV-GP (2x107 PFU). The primary objective is to explore whether the pre-existing level of ZEBOV-GP specific antibodies among FLW is related to the previous professional exposure to EVD  and whether this affects the immunogenicity of one intramuscular dose of 2x107 PFU of rVSV?G-EBOV-GP vaccine. The primary outcome is total IgG against ZEBOV-GP at day 0 (prior to vaccination) and 28-days post-vaccination. &nbsp;A total of 1200 front-line workers are enrolled and followed for 180 days for safety and immunogencity outcomes. An accompanying sub-study examines the reasons for participation and non-participation in the study.  Reporting Results are reported to MSF-OCB (Medical Director) on a weekly basis. The primary analyses will be published in peer-reviewed publication. Additional publications will include 180 follow-up and results of the qualitative study.&nbsp;,"<p class=""MsoNormal""><strong><span lang=""EN-US"">Background</span></strong></p> <p class=""MsoNormal""><span lang=""EN-GB"">In light of promising safety and immunogenicity data in phase I and II trials  offering candidate Ebola vaccine to front-line-workers furthers our understanding of vaccine performance and potentially protects those on the front-line  although infection control precautions are not altered. A key use of vaccine  if shown to be efficacious  will be through the vaccination of FLW working in endemic or epidemic contexts. </span></p> <p class=""MsoNormal""><strong><span lang=""EN-US"">Methods </span></strong></p> <p class=""MsoNormal""><span lang=""EN-US"">Open-label  non-randomized  immunogenicity evaluation of one intramuscular (deltoid) injection of rVSV?G-EBOV-GP (2x107 PFU). The primary objective is to explore whether the pre-existing level of ZEBOV-GP specific antibodies among FLW is related to the previous professional exposure to EVD  and whether this affects the immunogenicity of one intramuscular dose of 2x107 PFU of rVSV?G-EBOV-GP vaccine. The primary outcome is total IgG against ZEBOV-GP at day 0 (prior to vaccination) and 28-days post-vaccination. &nbsp;A total of 1200 front-line workers are enrolled and followed for 180 days for safety and immunogencity outcomes. An accompanying sub-study examines the reasons for participation and non-participation in the study. </span></p> <p class=""MsoNormal""><strong><span lang=""EN-US"">Reporting</span></strong></p> <p class=""MsoNormal""><span lang=""EN-US"">Results are reported to MSF-OCB (Medical Director) on a weekly basis. The primary analyses will be published in peer-reviewed publication. Additional publications will include 180 follow-up and results of the qualitative study.&nbsp;<strong></strong></span></p>",1,,60,130,1,2,1,1,16,43,468,4,"",1,,,"","","",,,1,0,1,0,0,0,"",1,0,WHO,"",,,4,2,1,1,,3,,3,,11
425,448,2015-01-15 ,2016-01-06 ,Field trial of outpatient SAM treatment without systematic amoxicillan,821566,"","",2015-01-01,2015-12-31,"","",1,,60,60,1,2,1,5,10,49,469,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,72
426,449,2015-01-15 ,2016-05-17 ,Neonatal Sepsis Trial,821567,"","",2015-01-01,2016-01-31,"","",1,,60,43,1,2,1,15,5,43,470,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,60
427,450,2015-01-15 ,2015-06-24 ,Omnigene,821568,"","",2015-01-01,2015-12-31,"","",1,,60,97,1,2,1,31,19,43,471,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
428,451,2015-01-15 ,2016-07-11 ,Analyse bedaquilline  Arménie,821569,"","",2015-01-01,2015-12-31,"","",1,,60,60,5,9,1,31,18,26,472,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
429,452,2015-01-15 ,2018-08-03 ,Screening HIV infants Ndhiwa - doublon ,821570,"",Ndhiwa,2013-12-31,2014-12-31,Screening HIV infants Ndhiwa - doublon ,"",1,,60,130,5,2,1,3,14,60,473,1,"",1,,,"","","",,,0,,,,,,"",,0,"","",,,,,,,,,,,,78
430,453,2015-01-15 ,2016-05-17 ,UZIMA,821571,"","",2015-01-01,2015-12-31,"","",1,,60,43,1,2,1,15,13,80,474,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,60
431,454,2015-01-16 ,2015-01-16 ,Impact assessment on Stunting Prevention in Laos PDR,823572,"","",2013-10-01,2014-03-31,"","",1,,60,60,1,2,1,5,68,49,475,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,72
432,455,2015-01-26 ,2016-10-26 ,SAMBA,821576,"","",2015-01-01,2015-12-31,"","",1,,60,60,5,2,1,3,,33,479,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,20
433,456,2015-02-03 ,2015-11-23 ,Jahun  OCP  Nigeria  2016,811350,"",Jahun,2015-02-01,2015-12-31,description of patients admitted in Jahun hospital&nbsp; in 2014,description of patients admitted in Jahun hospital&nbsp; in 2014,1,,33,60,5,1,1,37,12,21,480,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,57
434,457,2015-02-04 ,2019-01-04 ,Adjumani  carriage second and third round 2015  OCP,821577,UG967,Adjumani ,2015-01-01,2018-12-31,Description&nbsp;,Description&nbsp;,1,,33,60,7,9,1,1,13,33,481,4,"",4,,,"","","",,,0,0,0,0,0,0,"",0,0,"","",,6,4,,1,1,,,,,,24
435,458,2015-02-17 ,2017-01-10 ,OCG Freetown mortality survey 20,812351,"",Freetown,2015-01-01,2015-07-31,"","",1,,33,60,5,1,1,35,60,7,482,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,11
436,459,2015-02-17 ,2015-06-03 ,OCG sierra leone outreach activities Freetown,812352,"",Freetown,2014-11-01,2015-12-31,"","",1,,33,97,5,1,1,35,60,7,483,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,11
437,460,2015-02-17 ,2016-07-11 ,OCG freetown  follow up of survivor ,812353,"",Freetown,2015-01-01,2015-12-31,"","",1,,33,60,5,9,1,35,60,7,484,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,11
438,461,2015-02-18 ,2018-11-02 ,Hepatitis C  Unitaid study  Uganda Mbarara field,823578,UG968,Mbarara,2015-01-01,2018-12-31,part of the Hepatitis C (HCV) UNITAID grant  to support the implementation of the HCV activities in resources limited settings and the advocacy  led by the Access Campaign. This project includes the screening and the treatment of HIV patients  in close collaboration with the HIV MoH clinic of Mbarara as well as advocacy activities. &nbsp;Methods The MoH HIV cohort will be screened with RDT as part of their HIV follow up. The patients with positive RDT will get a VL to confirm the active infection. Then the patients will be proposed to participate to the studies: multicentric observational cohort and the evaluation of HCV tests.  Reporting  The project will report the activities in the monthly sitrep of the Mbarara research center. In addition  for the participants to the multi-centric cohort  quarterly reports will be produced and will be shared with local partners. A semi-annual report concerning the activities and the use of funds will be prepared to the HCV grant for the UNITAID sitrep.,"<p class=""MsoNormal""><strong><span lang=""EN-US"">Background </span></strong></p> <p class=""MsoNormal""><span lang=""EN-US"">The project is part of the Hepatitis C (HCV) UNITAID grant  to support the implementation of the HCV activities in resources limited settings and the advocacy  led by the Access Campaign. This project includes the screening and the treatment of HIV patients  in close collaboration with the HIV MoH clinic of Mbarara as well as advocacy activities. In addition  two studies will be implemented: the multi-centric cohort and the study of evaluation of tests. </span></p> <p class=""MsoNormal""><span lang=""EN-US"">&nbsp;<strong>Methods </strong></span></p> <p class=""MsoNormal"" style=""margin-bottom:6.0pt""><span lang=""EN-US"">The MoH HIV cohort will be screened with RDT as part of their HIV follow up. The patients with positive RDT will get a VL to confirm the active infection. Then the patients will be proposed to participate to the studies: multicentric observational cohort and the evaluation of HCV tests. </span></p> <p class=""MsoNormal""><strong><span lang=""EN-US"">Reporting </span></strong></p> <p class=""MsoNormal""><span lang=""EN-US"">The project will report the activities in the monthly sitrep of the Mbarara research center. In addition  for the participants to the multi-centric cohort  quarterly reports will be produced and will be shared with local partners. A semi-annual report concerning the activities and the use of funds will be prepared to the HCV grant for the UNITAID sitrep.</span></p>",1,,60,79,1,2,1,10,13,79,485,4,"",4,,,"",IN HIV population ,"",,,2,,1,1,1,1,"",1,0,"",presentation in conferecnces  ,6,6,4,2,5,1,,1,5,4,,16
439,462,2015-02-18 ,2019-01-04 ,Cholera surveillance  Kenya  OCP ,811354,"",Kenya,2015-02-01,2018-12-31,Cholera surveillance  Kenya  OCP ,Description,1,,33,60,7,1,1,22,14,116,496,4,"",1,,,"","","",,,1,0,0,0,0,0,"",0,0,"","",5,2,4,,1,4,,1,12,4,,6
440,463,2015-02-24 ,2015-12-07 ,Salarié - Contribution annuelle -DASO,80S DASO,"","",2013-01-01,2020-12-31,"","",0,,60,60,3,5,1,19,3,60,497,2,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
441,464,2015-02-24 ,2015-12-07 ,Salarié Epicentre - Contribution annuelle - DEIF,80S DEIF,"","",2013-01-01,2020-12-31,"","",0,,60,60,5,5,1,19,3,60,498,2,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
442,465,2015-02-24 ,2018-08-05 ,Salarié Epicentre - Contribution annuelle - DG,80S DG,"","",2013-01-01,2020-12-31,Salarié Epicentre - Contribution annuelle - DG,"",0,,60,130,4,5,1,19,3,60,499,2,"",1,,,"","","",,,0,,,,,,"",,0,"","",,,,,,,,,,,,78
443,466,2015-02-24 ,2015-12-07 ,Salarié Epicentre - Contribution annuelle - DESP,80S DESP,"","",2013-01-01,2020-12-31,"","",0,,60,60,1,5,1,19,3,60,500,2,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
444,467,2015-02-26 ,2016-07-11 ,VASCOMU: Validation of a clinical score for the diagnosis of Mycobacterium ulcerans (MU) infection in Cameroon ,822589,"","",2015-04-01,2015-12-31,To estimate the performance of the clinical score compared to PCR for the diagnosic of M ulcerans infection,"<span lang=""EN-US"" style=""font-family: Calibri  sans-serif;"">To estimate the p</span><span lang=""EN-US"" style=""font-family: Calibri  sans-serif;"">erformance of the clinical score compared to PCR for the diagnosic of <em style=""mso-bidi-font-style: normal;"">M ulceran</em>s infection</span>",1,,54,60,5,9,1,30,45,33,501,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,27
445,468,2015-03-11 ,2017-01-10 ,organization of key documents and other resources,TMP_f2539b38-4aa7-4063-99f1-a49c1a36b5ae,"","",2014-01-01,2014-01-31,"","",0,,33,60,5,5,2,19,3,48,,1,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
446,469,2015-03-11 ,2016-10-19 ,Mortality and snake bites  Agok  Maioun  South Sudan  OCG,812355,"",Agok,2016-02-01,2016-08-31,"","",1,,33,60,5,1,1,6,5,62,503,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,71
447,470,2015-03-11 ,2016-10-26 ,Measles outbreak 2015  Yida  South Sudan   OCP,811356,"",Yida,2015-02-01,2015-06-30,"","",1,,33,60,5,1,1,23,5,33,504,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,43
448,471,2015-03-11 ,2015-12-07 ,M&E activités VIH - Formation FUCHIA   Algérie  Annaba  OCB,842126,"",Annaba,2015-03-01,2015-12-31,Formation et Mise en place de FUCHIA Proposer des outils de suivi en plus de FUCHIA pour couvrir le continuum des soins depuis la sensibilisation,"<p>Formation et Mise en place de FUCHIA </p><p><span style=""font-size: 10pt; font-family: Calibri  sans-serif;"">Proposer des outils de suivi en plus de FUCHIA pour couvrir le continuum des soins depuis la sensibilisation</span></p>",1,,21,60,5,3,1,3,70,21,512,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
449,472,2015-03-11 ,2018-08-07 ,M&E system for South Tehran clinic  Iran,811357,"",Tehran,2015-03-01,2015-12-31,Développer une base de données pour la cliniqueDévelopper des rapports automatisés,<p>Développer une base de données pour la clinique</p><p>Développer des rapports automatisés<br /></p>,1,,21,130,8,1,1,25,55,21,506,4,"",4,,,"","","",,,1,,,,,,"",,0,"","",5,6,4,2,1,,,1,9,2,,75
450,473,2015-03-12 ,2018-10-18 ,MDR -TB sequencing project,822590,"","",2015-01-01,2015-12-31,MDR -TB sequencing project,"",1,,60,130,5,9,1,31,74,9,502,4,"",1,,,"","","",,,0,,,,,,"",,1,"","",,,,,,,,,,,,40
451,474,2015-03-12 ,2019-01-04 ,Data extraction for Kenya trial  OCP,811358,"",Mathare,2015-03-01,2015-06-30,Data extraction to support the Kenya trial related to PMTCT mothers,Data extraction to support the Kenya trial related to PMTCT mothers<br />,1,,21,60,8,1,1,3,14,21,507,4,"",2,,,"","","",,,1,,,,,,"",,0,"","",6,6,4,2,1,4,,1,5,1,,20
452,475,2015-03-13 ,2018-08-09 ,Cohort neonates  South Sudan  Aweil  OCP,811359,"",Aweil,2015-02-01,2016-12-31,Cohort neonates  South Sudan  Aweil  OCP,"",1,,33,130,7,1,1,19,5,12,510,4,"",4,,,"","","",,,1,,,,,,"",,0,"","",6,6,1,2,1,4,,1,5,3,,75
453,476,2015-03-13 ,2017-01-10 ,Nutributter  Mali  OCP,821591,"",Konseguela,2015-01-01,2015-12-31,Comparison of indicators between PPD use and Nutributter use in an under 2 cohort  Konseguela  Mali,Comparison of indicators between PPD use and Nutributter use in an under 2 cohort  Konseguela  Mali<br />,1,,52,60,5,2,1,5,8,52,508,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,72
454,477,2015-03-19 ,2018-08-08 ,Ndhiwa Household enumeration ,811360,"",Ndhiwa,2015-02-01,2015-04-30,Ndhiwa Household enumeration ,"",1,,17,130,7,1,1,3,14,17,511,4,"",1,,,"","","",,,1,,,,,,"",,0,"","",,,,,,,,,,,,20
455,478,2015-03-23 ,2016-11-14 ,Longitudinal cohort of EVD survivors  Freetown  Sierra Leone,822592,"",Freetown,2015-03-01,2016-04-30,"","",1,,43,60,1,2,1,35,60,7,513,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,11
456,479,2015-03-23 ,2018-08-07 ,OCV vaccine coverage and surveillance  Malawi,823594,"","",2015-03-23,2015-12-31,OCV vaccine coverage and surveillance  Malawi,"",1,,43,130,1,2,3,1,15,82,515,4,"",1,,,"","","",,,1,,,,,,"",,0,"","",5,2,4,,,1,,1,1,4,,6
457,480,2015-03-30 ,2018-08-09 ,Dystonic syndrome  RDC  OCG  2015,812361,"",BUNYA,2015-02-16,2017-12-31,Dystonic syndrome  RDC  OCG  2015,"",1,,33,130,7,1,1,19,1,23,516,4,"",1,,,"","","",,,1,,,,,,"",,0,"","",6,2,4,2,1,1,,1,11,4,,58
458,481,2015-04-08 ,2018-08-07 ,Coordination de l'activité de formation du centre de recherche de Mbarara,821595,"","",2015-01-01,2015-12-31,Coordination de l'activité de formation du centre de recherche de Mbarara,"",1,,60,130,4,2,1,20,13,19,517,4,"",1,,,"","","",,,0,,,,,,"",,0,"","",,,,,,,,,,,,78
459,482,2015-04-08 ,2018-10-26 ,Program Monitoring for MUAC as admission and exit criteria,822596,NE952,"",2015-04-01,2019-12-01,This is a monitoring study to assess the implications of using MUAC as the sole anthropometric criterion for admission  follow up and discharge from SAM. ,"<p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 0.000133333px;"">This is a monitoring study to assess the implications of using MUAC as the sole anthropometric criterion for admission  follow up and discharge from SAM. </p>",1,,43,130,1,2,1,5,10,49,521,2,"",1,,,"","","",,,1,0,1,0,0,0,"",1,0,"","",,,4,2,1,4,,1,9,4,,59
