rownames,project_id,created,modified,name,code,on_the_field_project_code,locality,project_start_date,project_end_date,description_text,description_html,is_billable,guid,created_by_id,last_modification_by_id,division_id,activity_id,funding_type_id,pathology_id,country_id,responsible_id,analytical_axe_id,status,short_name,level,final_impact_comments,initiation_of_the_project_comments,partners_comments,topic_comments,study_pouplation_comments,population_comments,goal_comments,numbers_of_epidemiologist,term_of_reference_has_been_written,protocol_has_been_written,is_there_an_initial_restitution,is_there_a_report_to_be_delivered,is_there_an_article_to_be_submitted,trigger_comments,has_ethical_review_bord,various_countries,sponsor,other_final_impact,goal_id,trigger_id,security_context_id,population_id,role_of_epicentre_id,impact_expected_id,health_structure_id,study_design_id,methodology_id,data_type_id,linked_project_id,topic_id,creation_id
488,511,2015-06-16 ,2020-03-03 ,Randomised non-inferiority trial of two snake antivenoms,821615,"",Paoua,2015-06-01,2019-12-01,Randomised non-inferiority trial of two snake antivenoms,Randomised non-inferiority trial of two snake antivenoms,1,,39,43,1,2,1,33,4,39,552,4,"",4,,,"","","","",,1,0,1,1,1,0,"",1,0,"","",2,6,3,2,1,1,,1,4,3,,67,123C5977-CCB7-465A-9F6D-C453569D430B
489,512,2015-06-18 ,2018-12-05 ,PSP_Kampala_2015_Francais_OCGOCP,844128,"",Kampala,2015-01-01,2015-12-31,PSP Kampala 2015,"",1,,33,154,5,3,1,20,13,16,550,4,PSP Kampala 2015,1,,,"","","","",,2,,,,,,"",,0,"","",,,4,,5,,,,,,,,
490,513,2015-06-19 ,2019-01-17 ,Omnigen TB  laboratory study,821617,"",Mbarara,2015-09-01,2018-12-31,Background Specimen transport from peripheral health structures to the Reference Laboratories for Xpert MTB/RIF and culture is usually limited by high temperature conditions that result in poor yield of the samples due to contamination  poor growth and false negative results. Thus a system that allows specimens to be preserved at room temperature in order to allow delay prior to testing with Xpert and liquid culture would be very useful. The primary objective of this study is to evaluate the ability of OMNIgene® SPUTUM&nbsp; reagent to prolong the pre-test time when added to samples that require shipment prior testing with culture and Xpert. Methods  Prospective study. The ability of OMNIgene® SPUTUM to preserve and decontaminate samples prior testing with both Xpert and culture will be assessed by calculating positivity rate and indeterminate results for Xpert in comparison to untreated samples  then positivity rate and contamination rate for culture in comparison to samples decontaminated with Nalc-NaOH standard method. Sample size : 100 (6 months) Reporting Final report &nbsp;will be shared with medical department referent  the TB working group and the medical director.,"<p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><strong><span lang=""EN-US"" style=""font-size: 10pt;"">Background</span></strong></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><span lang=""EN-US"" style=""font-size: 10pt;"">Specimen transport from peripheral health structures to the Reference Laboratories for Xpert MTB/RIF and culture is usually limited by high temperature conditions that result in poor yield of the samples due to contamination  poor growth and false negative results. Thus a system that allows specimens to be preserved at room temperature in order to allow delay prior to testing with Xpert and liquid culture would be very useful. The primary objective of this study is to evaluate the ability of OMNIgene® SPUTUM&nbsp; reagent to prolong the pre-test time when added to samples that require shipment prior testing with culture and Xpert.</span></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><strong><span lang=""EN-US"" style=""font-size: 10pt;"">Methods </span></strong></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><span lang=""EN-US"" style=""font-size: 10pt;"">Prospective study. The ability of OMNIgene® SPUTUM to preserve and decontaminate samples prior testing with both Xpert and culture will be assessed by calculating positivity rate and indeterminate results for Xpert in comparison to untreated samples  then positivity rate and contamination rate for culture in comparison to samples decontaminated with Nalc-NaOH standard method. Sample size : 100 (6 months)</span></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><strong><span lang=""EN-US"" style=""font-size: 10pt;"">Reporting</span></strong></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><span lang=""EN-US"" style=""font-size: 10pt;"">Final report &nbsp;will be shared with medical department referent  the TB working group and the medical director.</span></p>",1,,37,130,1,2,1,31,13,11,556,4,"",4,,,"","","","",,0,1,1,1,0,0,"",1,0,"","",3,6,4,2,1,4,,1,13,3,,40,
491,514,2015-06-21 ,2020-01-08 ,Oedèmes bilatéraux  enfants hospitalisés en pédiatrie ou CRENI  OCP,821616,"",Koutiala  Rutshuru  + RCA,2015-09-01,2015-12-31,Description des cas d dèmes bilatéraux chez les enfants hospitalisés dans les structures MSF  Mali (Koutiala)  RDC (Rutshuru) et RCA (?),Description des cas d dèmes bilatéraux chez les enfants hospitalisés dans les structures MSF  Mali (Koutiala)  RDC (Rutshuru) et RCA (?)<br />,1,,21,21,5,9,1,15,90,28,553,4,"",1,,,"","","","",,0,,,,,,"",,1,"","",,,,,,,,,,,,60,92E679C1-2053-44B5-B138-30AE3F9759C0
492,515,2015-06-21 ,2016-07-11 ,Base de données intersection  stratégies préventives  All OC  RCA,814371,"","",2015-06-01,2015-12-31,        Mise en place d'une base de données intersection dédiée aux activités de stratégie préventive en RCA ,"<p class=""MsoNormal"">        </p><span style=""font-size: 12pt;"">Mise en place d'une base de données intersection dédiée aux activités de stratégie préventive en RCA</span> <p><br /></p>",1,,21,60,5,9,1,15,4,21,554,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,60,
493,516,2015-06-23 ,2016-04-27 ,Meningite  Niger / Niamey  MSF-OCG  OCB  OCBa,814370,"",Niamey,2015-06-01,2015-12-31,Description de l'epidemie intersection 2015,Description de l'epidemie intersection 2015,1,,33,60,5,1,1,26,10,1,551,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,24,
494,517,2015-06-23 ,2019-12-12 ,Rougeole  RDC Katanga  2015  OCP,811372,"",Katanga,2015-06-01,2019-04-01,support description de l'épidémie,support description de l'épidémie,1,,33,165,7,1,1,23,1,52,555,4,"",4,,,"","","","",,0,1,1,1,1,0,"",1,0,"","",,,3,2,1,1,,1,,3,,43,B6EA8397-168A-4B76-885C-00E4BF4119EC
495,518,2015-06-29 ,2019-02-21 ,Renforcement des capacités du centre de recherche au Niger (plan stratégique),821618,"","",2015-01-01,2016-12-31,Renforcement des capacités du centre de recherche au Niger (plan stratégique),"",1,,60,60,1,2,1,34,10,19,557,4,"",1,,,"","","","",,0,,,,,,"",,0,"","",,,,,,,,,,,,78,
496,519,2015-07-06 ,2019-05-23 ,Evaluation du marqueur HNL  Koutiala  Mali,821621,"",Koutiala,2015-06-01,2016-12-31,Evaluation d'un biomarqueur pour l'identification des infections bactériennes  Koutiala  Mali,Evaluation d'un biomarqueur pour l'identification des infections bactériennes  Koutiala  Mali<br />,1,,4,130,1,2,1,28,8,4,560,4,"",1,,,"","","","",,0,,,,,,"",,0,"","",3,,,,,,,,,,,,
497,520,2015-07-07 ,2016-07-11 ,Cohorte survivants ebola  OCP,811373,"",Monrovia,2015-05-01,2015-12-31,"","",1,,33,60,5,9,1,35,46,51,561,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,11,
498,521,2015-07-07 ,2015-09-28 ,CODE NON UTILISE,812374,"",Bakthen,2015-07-15,2015-08-31,"","",1,,47,60,5,1,1,2,27,47,562,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,55,
499,522,2015-07-07 ,2019-01-04 ,HIV prevalence survey -Kasese,811375,UG980,Kasese,2015-07-13,2018-12-31,Background: Fishing communities in Uganda have been designated a Most At Risk Population due to their higher risk of acquiring HIV.&nbsp; In order to better meet the needs of fishing communities in around Lake Edward and Lake George in Kasese   Rubirizi and Kamwenge Districts MSF wishes to more accurately determine the number of individuals living with HIV  the circumstances in which they live  and their knowledge and ability to access HIV care. Methods: We will conduct a cross-sectional serosurvey. Participants will be given a questionnaire on HIV knowledge  HIV treatment and HIV care access. Participants who report receiving treatment will be asked to donate a blood sample to assess their viral load.  Reporting:&nbsp; Weekly reports on study progress will be sent to the HIV Desk. A final report on the results of the survey will be sent to them within 2 months of study completion.&nbsp;,"<p class=""MsoNormal""><span style=""text-decoration: underline;""><span lang=""EN-GB"">Background</span></span><span lang=""EN-GB"">: Fishing communities in Uganda have been designated a Most At Risk Population due to their higher risk of acquiring HIV.&nbsp; In order to better meet the needs of fishing communities in around Lake Edward and Lake George in Kasese   Rubirizi and Kamwenge Districts MSF wishes to more accurately determine the number of individuals living with HIV  the circumstances in which they live  and their knowledge and ability to access HIV care.</span></p> <p class=""MsoNormal""><span style=""text-decoration: underline;""><span lang=""EN-GB"">Methods</span></span><span lang=""EN-GB"">: We will conduct a cross-sectional serosurvey. Participants will be given a questionnaire on HIV knowledge  HIV treatment and HIV care access. Participants who report receiving treatment will be asked to donate a blood sample to assess their viral load. </span></p> <p class=""MsoNormal""><span style=""text-decoration: underline;""><span lang=""EN-GB"">Reporting</span></span><span lang=""EN-GB"">:&nbsp; Weekly reports on study progress will be sent to the HIV Desk. A final report on the results of the survey will be sent to them within 2 months of study completion.&nbsp;</span></p>",1,,47,60,7,1,1,3,13,26,563,4,"",4,,,"","","","",,0,0,1,1,1,0,"",1,0,"","",5,6,4,2,1,1,,1,1,3,,20,
500,523,2015-07-07 ,2016-03-31 ,Support technique pour monitoring du programme CPS à Magaria,822622,"",Magaria,2015-07-07,2016-03-31,Support technique sur recensement  suivi de l'incidence du paludisme  enquêtes de couverture,Support technique sur recensement  suivi de l'incidence du paludisme  enquêtes de couverture,1,,39,60,1,2,1,4,10,39,564,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,22,
501,524,2015-07-07 ,2018-07-23 ,Prévalence des marqueurs moléculaires de la résistance à la sulfadoxine-pyriméthamine et à l amodiaquine  Magaria,822623,"",Guetché,2015-07-07,2017-03-31,Etude prospective observationnelle dans une case de santé rurale,Etude prospective observationnelle dans une case de santé rurale,1,,39,130,1,2,1,4,10,39,565,4,"",4,,,"","","","",,0,0,1,1,1,0,"",1,0,"","",,,4,2,1,4,,1,,3,,22,
502,525,2015-07-07 ,2016-08-30 ,Epidemie rougeole 2015 Katanga Mise en commun des données en intersection MSF,814376,"",Lubumbashi,2015-07-15,2015-12-31,coordinateur epidémio intersection MSF en réponse à l'épidémie de Rougeole en RDC (Katanga),coordinateur epidémio intersection MSF en réponse à l'épidémie de Rougeole en RDC (Katanga)<br />,1,,47,60,5,1,1,23,1,52,566,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,43,
503,526,2015-07-08 ,2016-09-27 ,Epidemie de Cholera - Juba - Sud Soudan - 2015,812377,"",Juba,2015-07-09,2016-12-31,renforcement de la surveillance avec support laboratoire,<p>renforcement de la surveillance avec support laboratoire</p><p><br /><br /></p>,1,,47,60,5,1,1,22,5,23,567,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,6,
504,527,2015-07-08 ,2016-06-10 ,Surveillance paludisme Tchad post CPS ,811378,"",Bouna,2015-07-06,2016-06-30,Renforcement du système de surveillance du paludisme dans le district de Bouna sans CPS comparé au district de Moissala avec CPS,Renforcement du système de surveillance du paludisme dans le district de Bouna sans CPS comparé au district de Moissala avec CPS<br />,1,,47,60,5,1,1,4,9,39,568,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,22,
505,528,2015-08-05 ,2020-10-23 ,Support Labo HD Madarounfa,821624,NE945,Maradi,2015-08-01,2022-12-01,Background Fort taux de mortalité au CRENI de Madarounfa avec suspicion de sepsis. Absence d accès à un diagnostic bactériologique au sein du labo de l HD de Madarounfa.  Methods  Analyses bactériologiques (sang  urine  LCR) dans le cadre du diagnostic et de la prise en charge des patients MAS hospitalisés au CRENI de Madarounfa. Reporting Résultats individuels transmis aux médecins. Rapport d activités globales partagés tous les trimestres avec l équipe MSFF sur le terrain et le desk. &nbsp;,"<p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><strong><span lang=""EN-US"" style=""font-size: 10pt;"">Background</span></strong></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><span style=""font-size: 10pt;"">Fort taux de mortalité au CRENI de Madarounfa avec suspicion de sepsis. Absence d accès à un diagnostic bactériologique au sein du labo de l HD de Madarounfa. </span></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><strong><span style=""font-size: 10pt;"">Methods </span></strong></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><span style=""font-size: 10pt;"">Analyses bactériologiques (sang  urine  LCR) dans le cadre du diagnostic et de la prise en charge des patients MAS hospitalisés au CRENI de Madarounfa.</span></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><strong><span lang=""EN-US"" style=""font-size: 10pt;"">Reporting</span></strong></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><span style=""font-size: 10pt;"">Résultats individuels transmis aux médecins. Rapport d activités globales partagés tous les trimestres avec l équipe MSFF sur le terrain et le desk.</span></p> <p class=""MsoNormal"">&nbsp;</p>",1,,11,165,1,9,1,28,10,11,572,4,"",4,,,"","","",SAM with complications,,0,,,,,,"",0,0,"","",3,6,4,2,3,1,,4,13,,,3,09A29FB6-DE3E-4E90-8119-B28A7F30F5A5
506,529,2015-08-14 ,2019-01-04 ,Mission explo santé environnement au Kirghizistan,812380,"",Bakthen,2015-07-01,2015-10-31,données morbidité pathologies chroniques et pollution dans la région de Bakthen au Kirghizistan,données morbidité pathologies chroniques et pollution dans la région de Bakthen au Kirghizistan<br />,1,,47,60,7,1,1,2,27,47,573,4,Environnement Kirghizistan 2015 OCG,4,,,"","","","",,1,1,0,1,1,0,"",0,0,"","",1,6,4,2,2,4,,3,13,3,,55,
507,530,2015-08-14 ,2018-11-30 ,Investigation de cas d'intoxication néonatales à l'hopital de Monrovia,811381,"",Monrovia,2015-08-20,2017-02-28,investigation d'epidemie de cas d'intox chez des nouveaux nés dans le service de pediatrie de Monrovia,investigation d'epidemie de cas d'intox chez des nouveaux nés dans le service de pediatrie de Monrovia<br />,1,,47,130,7,1,1,7,46,93,574,4,"",4,,,"","","","",,1,,,,,,"",1,0,"","",6,2,4,2,1,4,,1,11,3,,51,
508,531,2015-08-25 ,2018-08-10 ,HCV Cambodia,821625,"",phnom penh,2015-09-01,2015-12-31,Support creation of the new OCP HCV project,Support creation of the new OCP HCV project.&nbsp;,1,,17,130,7,2,1,10,19,17,575,4,"",1,,,"","","","",,1,,,,,,"",1,0,"","",6,6,,2,2,1,,1,13,4,,16,
509,532,2015-09-01 ,2017-11-12 ,Rougeole  RDC  OCG  Katanga,812382,,Katanga,2015-07-01,2017-03-31,description,description,1,,33,60,7,1,1,23,1,52,576,4,,4,,,,,,,,0,1,1,1,1,0,,1,0,,,,,3,2,1,1,,1,,3,,43,
510,533,2015-09-01 ,2019-02-19 ,OCV vaccine coverage  Malawi,813383,"","",2015-09-04,2015-10-31,Coverage survey in Malawi,Coverage survey in Malawi<br />,1,,43,60,1,1,1,1,15,82,577,4,"",4,,,"","","","",,1,,,,,,"",,0,"","",6,2,4,2,,4,,1,1,3,,6,
511,534,2015-09-09 ,2019-01-04 ,HCV Training,823626,"","",2015-06-01,2018-12-31,Training HCV for the data collection and monitoring and analysis of HCV data for all OCs and all countries,D,1,,60,43,1,3,1,10,3,79,578,4,HCV training,1,,,"","","","",,3,0,0,0,0,0,"",0,1,"",Capacity building,1,6,4,2,1,1,,4,10,6,411,16,
512,535,2015-09-14 ,2019-02-19 ,External services - Health Fair study,823627,"",Mbarara,2015-09-14,2016-02-29,External services - Health Fair study,"",1,,11,60,4,2,1,19,13,11,579,4,"",1,,,"","","","",,1,,,,,,"",,1,"","",,,,,,,,,,,,77,
513,536,2015-09-14 ,2017-01-10 ,External services - Clean Air,823628,UG978,Mbarara,2015-09-01,2016-10-01,Funding : 2 153USD,Funding : 2 153USD,1,,11,60,4,2,1,2,13,11,580,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,55,
514,537,2015-09-25 ,2016-04-13 ,VL_4country_support_consortium,812385,"",ethiopie  sudan  Bangldesh  inde,2015-09-01,2015-12-31,"","",1,,33,60,5,9,1,13,,33,583,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,32,
515,538,2015-09-28 ,2018-08-07 ,Couverture vaccinal Bangasso 2015  OCB,812384,"",Bangasso,2015-09-01,2015-11-30,Couverture vaccinal Bangasso 2015  OCB,"",1,,60,130,7,1,1,1,4,20,581,4,"",4,,,"","","","",,1,,,,,,"",,0,"","",4,5,1,2,1,4,,1,1,3,,41,
516,539,2015-09-29 ,2018-08-07 ,Enquete de couverture vaccinale multi antigene à Yida Sud Soudan,811386,"",Yida,2015-10-01,2015-12-31,Enquete de couverture vaccinale multi antigene à Yida Sud Soudan,"",1,,47,130,7,1,1,1,5,51,585,4,"",4,,,"","","","",,1,,,,,,"",,0,"","",4,1,4,1,1,4,,1,1,3,,41,
517,540,2015-09-29 ,2017-10-26 ,surveillance LRTI - Yida  Adjumani  Gambella,811387,,yida adjumani gambella,2015-10-01,2017-10-31,dESCRIPTION,dESCRIPTION,1,,47,60,7,2,1,1,5,51,586,4,,1,,,,,,,,0,1,0,0,0,0,,0,1,,,,,4,3,1,1,,1,,4,,1,
518,541,2015-09-30 ,2019-01-18 ,SMC Coverage Surveys for Access SMC  Niger,823629,NE946,Niger,2015-09-30,2017-06-30,Series of coverage surveys for Access SMC-funded SMC programs  Niger,Series of coverage surveys for Access SMC-funded SMC programs  Niger,1,,39,60,1,1,1,4,10,39,582,4,"",1,,,"","","","",,0,1,1,1,1,0,"",0,0,"","",,,4,2,1,4,,1,,3,,22,
519,542,2015-10-05 ,2018-08-08 ,Viral Load: Association between NNRTI exposure  VL suppression and emergence of resistance in HIV-infected patients on rifampicin (CARINEMO) (UNITAID via OCB),823630,"","",2015-01-01,2016-12-31,initialement 822474,initialement 822474,1,,60,130,1,2,1,3,22,18,584,4,,1,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,20,
520,543,2015-10-05 ,2016-10-26 ,National Course on outbreak deteaction   investigation and control Iran WHO,843130,"",Teheran,2015-09-29,2015-11-30,"","",1,,33,60,5,3,1,20,55,33,589,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
521,544,2015-10-06 ,2016-09-27 ,Enquete de mortalité rétrospective à Diffa  Niger,814388,"",Diffa,2015-10-05,2016-12-31,"","",1,,47,60,5,1,1,6,10,10,587,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,71,
522,545,2015-10-12 ,2016-06-28 ,Rep Epi Niger  ALIMA,843129,"",Niamey,2015-10-01,2015-12-31,"","",1,,60,43,5,3,1,20,10,40,588,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
523,546,2015-10-12 ,2017-01-10 ,Nablus 10 year review,821631,"",Nablus,2015-09-25,2015-12-31,Epidemiological support for Nablu project 10 year review,Epidemiological support for Nablu project 10 year review<br />,1,,3,60,5,2,1,32,25,3,590,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,62,
524,547,2015-10-14 ,2018-08-09 ,Calais Migrants,811389,"",Calais,2015-09-15,2016-12-31,"","",1,,33,130,5,1,1,19,3,28,591,4,,1,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,77,
525,548,2015-11-10 ,2019-10-24 ,A definir,822632,"",Madaua,2015-11-02,2016-12-22,Description,"",1,,1,165,1,2,1,5,10,60,592,1,"",1,,,"","","","",,0,,,,,,"",,0,"","",,,,,,,,,,,,72,E5D9421A-6BA9-410F-B96A-EDAA13B9AABC
526,549,2015-11-12 ,2021-10-26 ,RIFASHORT international TB trial,823633,UG981,Mbarara,2016-01-01,2022-04-01,The Rifashort trial is an open-label  3 armed randomized trial to compare a standard 6-month control regimen with two 4-month treatment regimens utilizing double or tripple doses of rifampicin  for the treatment of tuberculosis (TB). The aim of this project is to provide information towards the reduction of the treatment duration for patients with drug-suceptible pulmonary tuberculosis from the current 6 months to 4 months. The Epicentre Research Centre in Mbarara-Uganda is one of the sites in this trial along with other sites in Peru  Bolivia Botswana  République De Guinée  Nepal  Mexico  and Pakistan. The enrolment of participants in the trial ended in December 2020 and the final end of patients' follow-up in trial  will be in December 2021. Dissemination of the findings from this Trial are expected in 2022. This Clinical Trial is registered on ClinicalTrial.Gov with the number: NCT02581527.,"<p><span style=""font-size: 11pt; font-family: Arial  sans-serif;"" lang=""EN-GB"">Funding : 390 KEUR (4/1/2016-31/12/2019)</span></p><p><span style=""font-size: 11pt; font-family: Arial  sans-serif;"" lang=""EN-GB"">AN INTERNATIONAL MULTICENTRE CONTROLLED CLINICAL TRIAL TO EVALUATE 1200mg AND 1800mg RIFAMPICIN DAILY IN THE REDUCTION OF TREATMENT DURATION FOR PULMONARY TUBERCULOSIS FROM 6 MONTHS TO 4 MONTHS.</span></p><p><span style=""font-family: Arial  sans-serif;""><span style=""font-size: 14.6667px;"">Coordinating investigator: A Jindani (St Georges University London).&nbsp;</span></span></p><p><span style=""font-family: Arial  sans-serif;""><span style=""font-size: 14.6667px;"">Funding: MRC</span></span></p>",1,,37,161,1,2,1,31,13,37,593,2,Rifashort,4,,,"","","","",,1,0,1,0,0,0,"",1,0,"","",2,6,4,2,4,1,,1,4,3,,40,D2BF0537-449F-4D61-85D9-CDCCF26A4864
527,550,2015-11-13 ,2016-08-19 ,enquete de mortalité baseline à Boga Ituri RDC,812390,"",Boga,2015-11-09,2016-01-31,Enquete de mortalité à l'ouverture du programme de santé de soins primaires à Boga en Ituri  RDC,Enquete de mortalité à l'ouverture du programme de santé de soins primaires à Boga en Ituri  RDC,1,,47,60,5,1,1,6,1,20,594,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,71,
528,551,2015-11-16 ,2019-05-23 ,Cholera RDT evaluation,822634,"","",2015-11-01,2017-12-31,Evaluation of the diagnostic performance of several cholera RDT,Evaluation of the diagnostic performance of several cholera RDT<br />,1,,4,130,1,2,1,22,285,4,595,4,"",1,,,"","","","",,3,0,1,0,0,0,"",1,0,"","",3,6,4,2,1,1,,1,9,3,,6,
529,552,2015-11-17 ,2019-01-03 ,Population en situation précaire  février 2016,844131,"","",2016-01-01,2016-12-31,PSP février 2016,"",1,,40,154,5,3,1,19,,40,596,4,PSP février 2016,,,,"","","","",,0,,,,,,"",,0,"","",,,,,1,,,,,,,,
530,553,2015-11-17 ,2016-10-20 ,Réponse aux épidémies en anglais  mars 2016,844132,"","",2016-01-01,2016-05-01,"","",1,,40,60,5,3,1,19,,40,597,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
531,554,2015-11-18 ,2016-10-20 ,PSP  décentralisé Dakar  FR  avril 2016  OCP-OCG,844133,"","",2016-01-01,2016-12-31,"","",1,,40,60,5,3,1,20,,40,598,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
532,555,2015-11-18 ,2017-01-10 ,Populations Situation Précaire  septembre 2016,844134,"","",2016-01-01,2016-12-31,"","",1,,40,60,5,3,1,20,,40,599,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
533,556,2015-11-18 ,2017-01-10 ,PSP  décentralisé Kampala  Eng  oct-nov 2016  OCP-OCG,844135,"","",2016-01-01,2016-12-31,"","",1,,40,60,5,3,1,20,,40,600,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
534,557,2015-11-18 ,2017-01-10 ,Réponse aux épidémies  en français  décembre 2016,844136,"","",2016-01-01,2016-12-31,"","",1,,40,60,5,3,1,20,,40,601,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
535,558,2015-11-23 ,2021-09-13 ,Programmatic Support to the MSF OCP HCV Program in Cambodia ,831047,"",Phnom Penh,2016-01-01,2022-12-01,Case series in Phnom Penh project ( new model of HCV care) and documentation of the decentralised projects  in Batambang. Support for studies and for monitoring . Link with Cost effectiveness study of University of Bristol ,description,1,,17,176,8,9,1,10,19,28,656,2,OCP HCV ,1,,,"","","","",,4,1,1,1,0,1,"",1,0,"", a lot of conferences. Manuscripts under submission ,6,6,4,2,2,4,,1,5,4,,16,284CD7E5-6A19-4257-8346-5E5BE2EA9EBB
536,559,2015-11-23 ,2017-01-10 ,Programmatic Support to the MSF OCB HCV Program in Pakistan ,TMP_a95d205b-b5de-483d-87ff-4408ea24c7c3,"",Karachi,2015-12-01,2016-01-02,"","",1,,17,60,5,9,1,10,84,17,,1,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
537,560,2015-11-23 ,2019-12-13 ,HIV Population Surveys  in Gutu and in Nsanje,812398,"","",2016-01-01,2019-12-01,Popoluation survey HIV Impact,Description,1,,17,21,7,1,1,3,15,110,672,4,HIV Survey Zimbabwe Malawi 2016 OCB,1,,,"","","","",,4,0,1,1,1,1,"",1,1,"","",6,6,4,2,1,1,,1,1,3,,20,E474A3BB-1DAA-49F4-922A-B79931E862B0
538,561,2015-11-23 ,2016-11-18 ,Support to OCG in Mozambic and Swaziland,832061,,"",2016-01-01,2017-12-31,"","",1,,17,60,7,9,1,19,22,17,677,4,,1,,,,,,,,0,0,0,0,0,0,,0,0,,,1,7,4,2,2,4,,1,,4,,75,
539,562,2015-11-23 ,2018-12-04 ,Nigeria  Jahun  Obstetric  OCP  2016,831049,"",Jahun,2016-01-01,2016-12-31,Description des femmes accouchant à la maternité de Jahun: complications  prise en charge et statut de sortie,Description des femmes accouchant à la maternité de Jahun<br />,1,,21,21,8,9,1,37,12,21,658,4,"",4,,,"","","","",,1,1,,,,,Fréquence importante d'éclampsies,0,0,"","",6,6,3,2,1,4,,3,5,4,,57,
540,563,2015-11-23 ,2019-01-15 ,Country & Mission to be defined later - Resomal and ORS and malnutrition - OCG - 2016,832048,"","",2016-01-01,2017-12-31,Documentation of outcomes of the use of Resomal and ORS in malnurished children,Documentation of outcomes of the use of Resomal and ORS in malnurished children<br />,1,,21,21,8,2,1,5,285,21,657,1,"",1,,,"","","","",,1,1,1,,,,"",0,0,"","",1,6,,2,1,1,,1,10,4,,59,
541,564,2015-11-23 ,2021-09-15 ,South Sudan - Aweil - Follow up new borns - 2016,831051,"",Aweil,2016-01-01,2022-06-01,Outcomes of new borns who were admitted in ICU,Outcomes of new borns who were admitted in ICU<br />,1,,21,176,8,2,1,15,5,84,660,2,"",4,,,"","","","",,0,0,0,0,0,0,"",0,0,"","",6,6,3,3,1,4,,1,5,3,,60,AE224E6E-70F7-4221-BB4B-AF85AAFA4D0A
542,565,2015-11-23 ,2018-12-18 ,South Sudan - Aweil - Type I diabetes in children - 2016,831050,"",Aweil,2016-01-01,2017-12-31,Description and outcomes of the pediatric cohort of Type I diabetic children,Description and outcomes of the pediatric cohort of Type I diabetic children<br />,1,,21,84,7,9,1,15,5,84,659,4,"",4,,,"","",Mostly a pediatric population,"",,0,0,0,0,0,0,"",0,0,"","",7,6,3,2,1,4,,1,,,,53,
543,566,2015-11-23 ,2016-08-31 ,Surgical Outcomes in Gaza,811391,"",gaza,2015-12-01,2015-12-31,"","",1,,60,60,5,9,1,8,25,12,602,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,64,
544,567,2015-11-24 ,2018-12-04 ,Malawi - Chiradzulu - FUCHIA databases - 2015-11,811392,"",Chiradzulu,2015-11-24,2015-12-31,Improve the set up of the FUCHIA databases with or without a server.Ultimate objective: increase the access to FUCHIA databases to reduce the backlog of data and to the inequity of workload,<p>Improve the set up of the FUCHIA databases with or without a server.</p><p>Ultimate objective: increase the access to FUCHIA databases to reduce the backlog of data and to the inequity of workload<br /></p>,1,,21,21,8,1,1,3,15,21,603,4,"",4,,,"","","","",,3,1,0,,,,"",0,0,"","",6,6,4,2,1,4,,1,9,1,62,20,
